AuthorVerbeke,Mathias 0.200000
AuthorGanitkevitch,Juri 0.200000
AuthorBonev,Boyan 0.200000
AuthorFukusima,Takahiro 0.200000
AuthorMalcolm,James 0.200000
AuthorLangley,Pat 0.200000
AuthorPan,Jeff Z. 0.200000
AuthorWada,Hajime 0.200000
AuthorBhagavatula,Mahathi 0.200000
AuthorParis,C&eacute;cile L. 0.204206
AuthorMoruz,Alex 0.200000
AuthorStolfo,Salvatore J. 0.200000
AuthorChen,Kaiyun 0.200000
AuthorJindal,Karan 0.200000
AuthorEzra,Jefferson 0.200000
AuthorKing,Gary 0.200000
AuthorBoisvert,Maryse 0.200000
AuthorKahn,Jeremy G. 0.200000
AuthorKe,Jinyun 0.200000
AuthorLiu,Zhiying 0.200000
AuthorButler,Keith 0.200000
AuthorHerring,Joshua 0.200000
AuthorMarcus,Mitchell P. 0.200941
AuthorOezden Wennerberg,Pinar 0.200000
AuthorVan Zaanen,Menno 0.200000
AuthorLavee,Tamar 0.200000
AuthorShen,Libin 0.200000
AuthorLanglois,David 0.200000
AuthorUduka,Kunihiro 0.200000
AuthorTrnka,Keith 0.200000
AuthorWard,Monica 0.200000
AuthorWartena,Christian 0.200000
AuthorMorin,Emmanuel 0.200000
AuthorGerten,Jillian 0.200000
AuthorFelippo,Ariani Di 0.200000
AuthorBriffault,Xavier 0.200000
AuthorSingh,Thoudam Doren 0.200000
AuthorGoldfain,Albert 0.200000
AuthorIslamaj Dogan,Rezarta 0.200000
AuthorFarkas,Rich&aacute;rd 0.200000
AuthorKeller,Mikaela 0.200000
AuthorSanches Duran,Magali 0.200000
AuthorThomas,Martin 0.200000
AuthorCoch,Jose 0.200000
AuthorOhshima,Yoshiaki 0.200000
AuthorKronfeld,Amichai 0.200000
AuthorSteele,Robert 0.200000
AuthorSharma,Utpal 0.200000
AuthorMei,Qiaozhu 0.200000
AuthorSimova,Iliana 0.200000
AuthorBaral,Chitta 0.200000
AuthorMailhot,Fred 0.200000
AuthorYuan,Caixia 0.200000
AuthorPopescu,Marius 0.200000
AuthorBunting,Karl Dieter 0.200000
AuthorPovlsen,Claus 0.200000
AuthorLeusch,Gregor 0.200000
AuthorSmith,Mason 0.200000
AuthorMarineau,Johanna 0.200000
AuthorHe,Jing 0.200000
AuthorAdam,Carole 0.200000
AuthorReitter,David 0.200000
AuthorHinatsu,K. 0.200000
AuthorCohen,Raphael 0.200000
AuthorDerbring,Sandra 0.200000
AuthorKingsbury,B. 0.200000
AuthorLiang,Tyne 0.200000
AuthorHuwel,Sonja 0.200000
AuthorThompson,Sandra A. 0.200000
AuthorGrothe,Lena 0.200000
AuthorMartzoukos,Spyros 0.200000
AuthorIrwin,Jeannie 0.200000
AuthorMohaghegh,Mahsa 0.200000
AuthorTsuruoka,Yoshimasa 0.200000
AuthorOtegi,Arantxa 0.200000
AuthorLo,Jessie 0.200000
AuthorSharifloo,Amir Azim 0.200000
AuthorPrud'hommeaux,Emily T. 0.200000
AuthorEagle,Nathan 0.200000
AuthorHakim,Chairil 0.200000
AuthorBachrach,Asaf 0.200000
AuthorChatzikyriakidis,Stergios 0.200000
AuthorObradovi&cacute;,Ivan 0.200000
AuthorDe Moor,G. 0.200000
AuthorTakeuchi,Hironori 0.200000
AuthorStaudacher,Peter 0.200000
AuthorSchwetzke,Henry 0.200000
AuthorFile,Portia 0.200000
AuthorXu,Feiyu 0.200000
AuthorTakashi,NINOMIYA 0.200000
AuthorOhta,Kazuhisa 0.200000
AuthorWakita,Yumi 0.200000
AuthorPham,Son Bao 0.200000
AuthorHundleby,Margaret 0.200000
Author&#x110;inh,Quang Th&#x1EAF;ng 0.200000
AuthorGaillard,Benoit 0.200000
AuthorCho,Jeong-Mi 0.200000
AuthorDaniel,Naomi 0.200000
AuthorUzZaman,Naushad 0.200000
AuthorNhan,Ngo Thanh 0.200000
AuthorChittaranjan,Gokul 0.200000
AuthorWu,Cathy 0.200000
AuthorChai,Kian Ming A. 0.200000
AuthorTakase,Sho 0.200000
AuthorLatecki,Longin 0.200000
AuthorCho,Pyeong Whan 0.200000
AuthorTrojanov&aacute;,Jana 0.200000
AuthorPasquier,Claude 0.200000
AuthorSchultz,Tanja 0.200000
AuthorGÃ¶rgÃ¼n,Onur 0.200000
AuthorHoemann,Shirley A. 0.200000
AuthorGaspari,Federico 0.200000
AuthorKelana,Eka 0.200000
AuthorAtiyya,Mohammed 0.200000
AuthorRosenzweig,Joseph 0.200000
AuthorÃ–stling,Robert 0.200000
AuthorMichell,B. G. 0.200000
AuthorBeck,Philip-Daniel 0.200000
AuthorBoschetti,Federico 0.200000
AuthorErjavec,Toma&#x017E; 0.200000
AuthorBrevik,Mikael 0.200000
AuthorSim,Yanchuan 0.200000
AuthorSkeppstedt,Maria 0.200000
AuthorMohammed,Altaf 0.200000
AuthorWang,Arthur 0.200000
AuthorLeal,AndrÃ© 0.200000
AuthorSchutze,Carson T. 0.200000
AuthorMatthews,Michael 0.200000
AuthorRuopp,Achim 0.200000
AuthorMohanty,Surya 0.200000
AuthorSmith,Raoul N. 0.200000
AuthorSan-Segundo,Ruben 0.200000
AuthorCalderone,Basilio 0.200000
AuthorChambers,Nate 0.200000
AuthorNewman,John 0.200000
AuthorL&oacute;pez de Lacalle,Oier 0.200000
AuthorFouvry,Frederik 0.200000
AuthorSalgueiro,Agostinho 0.200000
AuthorChimeddorj,Odbayar 0.200000
AuthorG,Uma Maheswara Rao 0.200000
AuthorSarafraz,Farzaneh 0.200000
AuthorPenas,Anselmo 0.200000
AuthorAndre,Elisabeth 0.200000
AuthorBadryzlova,Yulia 0.200000
AuthorPurwar,Shalini 0.200000
AuthorSaito,Teruka 0.200000
AuthorZhang,Boliang 0.200000
AuthorBalage Filho,Pedro 0.200000
AuthorGraca,Joao 0.200000
AuthorZhang,Chunyue 0.200000
AuthorKrymolowski,Yuval 0.200000
AuthorHogan,Douglas L. 0.200000
AuthorYella,Sreeharsha 0.200000
AuthorZheng,Mao 0.200000
AuthorSyed,Umar 0.200000
AuthorNenadic,Goran 0.200000
AuthorGuillotin,T. 0.200000
AuthorKakkonen,Tuomo 0.200000
AuthorMacek,Jan 0.200000
AuthorDonaghy,Kevin 0.200000
AuthorRettinger,Achim 0.200000
AuthorRhouma,Rafik 0.200000
AuthorGarley,Matt 0.200000
AuthorLi,Peifeng 0.200000
AuthorTanev,Hristo 0.200000
AuthorTokhisa,Ryoko 0.200000
AuthorHong,Yu 0.200000
AuthorHernandez Gomez,Luis A. 0.200000
AuthorAhmad,Farooq 0.200000
AuthorThomas,Markose 0.200000
AuthorCocke,John 0.200000
AuthorBjÃ¶rkelund,Anders 0.200000
AuthorMartin,Maite 0.200000
AuthorPilato,Samuel F. 0.200000
AuthorJin,Wei 0.200000
AuthorDahlgren,Nancy L. 0.200000
AuthorCastro Mamani,Richard Alexander 0.200000
AuthorH&auml;nig,Christian 0.200000
AuthorFerrucci,David 0.200000
AuthorAzzopardi,Leif 0.200000
AuthorKowatch,Robert 0.200000
AuthorPonzetto,Simone Paolo 0.200000
AuthorHuang,Zhiheng 0.200000
AuthorHedlund,Gregory 0.200000
AuthorTomabechi,Hideto 0.200000
AuthorRose,Carolyn Penstein 0.200000
AuthorWilliams,Briony 0.200000
AuthorCammisa,Marco 0.200000
AuthorSkoumalova,Hana 0.200000
AuthorWiersma,Wybo 0.200000
AuthorAntonopoulos,V. 0.200000
AuthorMonz,Christof 0.200000
AuthorCharonnat,Laure 0.200000
AuthorParker,Alice C. 0.200000
AuthorBeck,Daniel Emilio 0.200000
AuthorGupta,Manish 0.200000
AuthorBadenhorst,Jaco 0.200000
AuthorCai,Lianhong 0.200000
AuthorNouvel,Damien 0.200000
AuthorHsieh,HungTing 0.200000
AuthorWang,Shanshan 0.200000
AuthorAmir,Amihood 0.200000
AuthorBickel,Steffen 0.200000
AuthorGarcia Varea,Ismael 0.200000
AuthorHasan,Ragib 0.200000
AuthorBrandow,Ronald 0.200000
AuthorLindberg,David 0.200000
AuthorMalaise,Veronique 0.200000
AuthorPreoÅ£iuc-Pietro,Daniel 0.200000
AuthorWeiss,Rebecca 0.200000
AuthorQian,Tieyun 0.200000
AuthorViil,Heino 0.200000
AuthorNose,Takashi 0.200000
AuthorDobnik,Simon 0.200000
AuthorAilomaa,Marita 0.200000
AuthorScheutz,Matthias 0.200000
AuthorBenajiba,Yassine 0.200000
AuthorBohus,Dan 0.200000
AuthorLennig,Matthew 0.200000
AuthorShen,Yi-Dong 0.200000
AuthorSudre,Karen 0.200000
AuthorTisher,Gordon 0.200000
AuthorMarchi,Simone 0.200000
AuthorMartin,James H. 0.200000
Author,The LOLITA Group 0.200000
AuthorDu,Lan 0.200000
AuthorNepveu,Laurent 0.200000
AuthorTsujii,Jun'ichi 0.212370
AuthorUchiumi,Kei 0.200000
AuthorOrtega-Garcia,Javier 0.200000
AuthorMontazery,Mortaza 0.200000
AuthorBedrick,Steven 0.200000
AuthorArts,Koen 0.200000
AuthorCaldwell,Ted 0.200000
AuthorJang,Fong-Lin 0.200000
AuthorASBAYOU,Omar 0.200000
AuthorMellebeek,Bart 0.200000
AuthorKron,Elisabeth 0.200000
AuthorAmdal,Ingunn 0.200000
AuthorSaleem,Shirin 0.200000
AuthorPrettenhofer,Peter 0.200000
AuthorShaalan,Khaled 0.200000
AuthorThayer,Ignacio 0.200000
AuthorGregory,Howard 0.200000
AuthorOppacher,F. 0.200000
AuthorGreenbacker,Charles 0.200000
AuthorYvon,FranÃ§ois 0.200000
AuthorZhukov,Eugene 0.200000
AuthorGao,Jun 0.200000
AuthorXu,Weiqun 0.200000
AuthorRusk,Gregory M. 0.200000
AuthorFinkel,Raphael 0.200000
AuthorDesai,Shilpa 0.200000
AuthorXiong,Zhongyang 0.200000
AuthorWilliams,Jennifer 0.200000
AuthorMaji,Hemanta K. 0.200000
AuthorJin,Ou 0.200000
AuthorSchatz,Benjamin 0.200000
AuthorLiu,Ming 0.200000
AuthorFischer,Dietrich H. 0.200000
AuthorRosenblum,James A. 0.200000
AuthorBian,Jiang 0.200000
AuthorKang,Jung-Goo 0.200000
AuthorHauenschild,Christa 0.200000
AuthorBerg,Tamara L. 0.200000
AuthorRoth,Michael 0.200000
AuthorEdupuganty,Balanjaninath 0.200000
AuthorAl-Mannai,Kamla 0.200000
AuthorXiong,Wenying 0.200000
AuthorTsukawaki,Sachiyo 0.200000
AuthorKnippen,Robert 0.200000
AuthorMay,Jonathan 0.200000
AuthorSu&aacute;rez-Figueroa,Mari Carmen 0.200000
AuthorHouston,Ann 0.200000
AuthorAllgayer,Jurgen 0.200000
AuthorAcosta,Olga 0.200000
AuthorBasile,Valerio 0.200000
AuthorLandauer,Thomas K. 0.200000
AuthorBrown,Brianne 0.200000
AuthorLi,Weigang 0.200000
AuthorSenthil Nathan,P. 0.200000
AuthorBarrachina,Sergio 0.200000
AuthorGiesbrecht,Eugenie 0.200000
AuthorZhao,Jian 0.200000
AuthorBlanchard,Daniel 0.200000
AuthorNagy T.,IstvÃ¡n 0.200000
AuthorPanaccione,Charles 0.200000
AuthorTron,Vikt&oacute;r 0.200000
AuthorVanrompay,Yves 0.200000
AuthorIbushi,Katsutoshi 0.200000
AuthorBowden,Tanya 0.200000
AuthorTsuzuki,Takashi 0.200000
AuthorM&ouml;hrs,Christine 0.200000
AuthorEllard,Dan 0.200000
AuthorYoshida,Yasuhisa 0.200000
AuthorDai,Dawei 0.200000
AuthorNiekrasz,John 0.200000
AuthorWombacher,Andreas 0.200000
AuthorBrown,David 0.200000
Authorschuetze,hinrich 0.200000
AuthorBurges,Chris J.C. 0.200000
AuthorCorbett,Peter T. 0.200000
AuthorAraujo,Lourdes 0.200000
AuthorButt,Tahir 0.200000
AuthorNakashole,Ndapandula 0.200000
AuthorCha,Seungho 0.200000
AuthorGorrell,Genevieve 0.200000
AuthorJohnson,Michael T. 0.200000
AuthorMeunier,Jean-Guy 0.200000
AuthorTokunaga,Takenobu 0.200000
AuthorLaoudi,Jamal 0.200000
AuthorP,Praveen 0.200000
AuthorMartins,Andr&Atilde;&uml; F. T. 0.200000
AuthorKho,Alvin 0.200000
AuthorTian,Hao 0.200000
AuthorMa,Wei-Yun 0.200000
AuthorZhang,Byoung-Tak 0.200000
AuthorTwitto,Naama 0.200000
AuthorJun,He 0.200000
AuthorSoehn,Jan-Philipp 0.200000
AuthorMowatt,David 0.200000
AuthorSchmidt,Christoph 0.200000
AuthorWurfel,Mark 0.200000
AuthorVillegas,Marta 0.200000
AuthorKim,A-Yeong 0.200000
AuthorKaran,Mladen 0.200000
AuthorHorvitz,Eric 0.200000
AuthorFrancq,Pascal 0.200000
AuthorSchrÃ¶der,Ingrid 0.200000
AuthorTeibel,Daniel A. 0.200000
AuthorHochberg,Limor 0.200000
AuthorMoens,Marie-Francine 0.200000
AuthorAli,Mohammad Naveed 0.200000
AuthorTowsey,Michael 0.200000
AuthorWilkerson,John 0.200000
AuthorFran&ccedil;ois,Thomas 0.200000
AuthorEspa&Atilde;&plusmn;a-Bonet,Cristina 0.200000
AuthorBal,Bal Krishna 0.200000
AuthorWu,Andi 0.200000
AuthorLemmons,Maarten 0.200000
AuthorKo,K. T. 0.200000
AuthorOdriozola,Igor 0.200000
AuthorHerda&#x11F;delen,Ama&ccedil; 0.200000
AuthorGerassimenko,Olga 0.200000
AuthorFrostig,Roy 0.200000
Authorde Cock,Martine 0.200000
AuthorLeveling,Johannes 0.200000
Authorde Haan,Ferdinand 0.200000
AuthorEllman,Jeremy 0.200000
AuthorMartin,Rachel 0.200000
AuthorBiatov,Konstantin 0.200000
AuthorBianco,Maryse 0.200000
AuthorFukumizu,Kenji 0.200000
AuthorChatzichrisafis,Nikos 0.200000
AuthorGouws,Stephan 0.200000
AuthorRemondeau,Christophe 0.200000
AuthorMao,Wanting 0.200000
AuthorChen,Yin 0.200000
AuthorPt&#225;&#269;ek,Tom&#225;&#353; 0.200000
AuthorSanchis,Germ&aacute;n 0.200000
AuthorFeneyrol,Christian 0.200000
AuthorCohen,Paul 0.200000
AuthorTyson,Mabry 0.200000
AuthorChen,Yu-Quan 0.200000
AuthorVieu,Laure 0.200000
AuthorFerschke,Oliver 0.200000
AuthorAlmeida,Miguel B. 0.200000
AuthorEisenstein,Jacob 0.200000
AuthorGSK,Santosh 0.200000
AuthorJaeger,Efrat 0.200000
AuthorTakezawa,Toshiyuki 0.200000
AuthorManzano-Macho,David 0.200000
AuthorPater,Joe 0.200000
AuthorHung,Chihli 0.200000
AuthorUral,Ahmet Engin 0.200000
AuthorHasan,Maruf 0.200000
AuthorBalasuriya,Dominic 0.200000
AuthorAdali,KÃ¼bra 0.200000
AuthorParker,Paul 0.200000
AuthorLin,Fang 0.200000
AuthorCooper,Doug 0.200000
AuthorJia-Jun,Chen 0.200000
AuthorStrope,Brian 0.200000
AuthorWang,Lu 0.200000
AuthorSaito,Hiroaki 0.200000
AuthorKinoshita,Satoshi 0.200000
AuthorMcArthur,Gregory 0.200000
AuthorBilange,Eric 0.200000
AuthorSachs,Rebecca 0.200000
AuthorIvanishcheva,Yulia 0.200000
AuthorMikhailian,Alexander 0.200000
AuthorHaggerty,James 0.200000
AuthorKwak,Byung-Kwan 0.200000
AuthorVasserman,Alexander 0.200941
AuthorZhu,Gang 0.200000
AuthorSoong,Frank K. 0.200000
AuthorJack,Kris 0.200000
AuthorMaeda,Hiroyuki 0.200000
AuthorQinlong,Zhang 0.200000
AuthorAbdul,Mujibur 0.200000
AuthorGurevich,Olga 0.200000
AuthorMargolis,Anna 0.200000
AuthorDeshpande,Pawan 0.200000
AuthorQin,Lu 0.200000
AuthorMoudenc,Thierry 0.200000
AuthorRoller,Stefan 0.200000
AuthorMeuse,Paul C. 0.200000
AuthorTomono,Masahiro 0.200000
AuthorKouji,Tamura 0.200000
AuthorSong,Xin 0.200000
AuthorShi,Chunqi 0.200000
AuthorUsunier,Nicolas 0.200000
AuthorMartÃ­n-Valdivia,M. Teresa 0.200000
AuthorVijay-Shanker,K.. 0.200000
AuthorOng,Ethel 0.200000
AuthorMohammady,Ehsan 0.200000
AuthorChuang,Jason 0.200000
AuthorGeldof,Sabine 0.200000
AuthorMani,Inderjeet 0.200941
AuthorMahani,Sharifah Aljunied 0.200000
AuthorSwiezinski,Leonard 0.200000
AuthorFarkas,RichÃ¡rd 0.200000
AuthorYagi,Tsunekazu 0.200000
AuthorSaito,Akihiro 0.200000
AuthorFeldman,Jerome A. 0.200000
AuthorRus,Vasile 0.200000
AuthorGildea,Daniel 0.210667
AuthorSchwarck,Florian 0.200000
AuthorDiagne,Abdel Kader 0.200000
AuthorConrad,Rudi 0.200000
AuthorIchiyama,Shunji 0.200000
AuthorOu,Shiyan 0.200000
AuthorHuh,Hyun-Gue 0.200000
AuthorYu,Hwanjo 0.200000
AuthorSong,Young-In 0.200000
AuthorNagao,Kyoko 0.200000
AuthorKobayashi,Tetsunori 0.200000
AuthorPaliouras,Georgios 0.200000
AuthorShima,Hideki 0.200000
AuthorGurevych,Iryna 0.200000
AuthorSipos,Ruben 0.200000
AuthorMcMahan,Brian 0.200000
AuthorGinsca,Alexandru-Lucian 0.200000
AuthorReisert,Paul 0.200000
AuthorHerz,M. M. 0.200000
AuthorFail,Stefanie 0.200000
AuthorWang,Yong 0.200000
AuthorLisacek,Frederique 0.200000
AuthorStrong-Krause,Diane 0.200000
AuthorAstigarraga,Aitzol 0.200000
AuthorKoh,Soo Ngee 0.200000
AuthorYarrington,Debra 0.200000
AuthorMoon,SungRim 0.200000
AuthorBuo,Finn Dag 0.200000
AuthorVerma,Kunal 0.200000
AuthorEnns,Peter 0.200000
AuthorFreeman,Robert John 0.200000
AuthorNishiura,Takanobu 0.200000
AuthorKochmar,Ekaterina 0.200000
AuthorBachmann,Martina 0.200000
AuthorJun,Zhao 0.200000
AuthorRingland,Nicky 0.200000
AuthorCerri,Stefano A. 0.200000
AuthorRodrigo,Luis 0.200000
AuthorReddy,Ravi Shankar 0.200000
AuthorOberkampf,Heiner 0.200000
AuthorGlauser,Tracy A. 0.200000
AuthorCastelli,Eric 0.200000
AuthorAbracos,Jose 0.200000
AuthorDuric,Adnan 0.200000
AuthorSÃ©aghdha,Diarmuid Ã“ 0.200000
AuthorSaiz-Noeda,Maximiliano 0.200000
AuthorWang,Yu 0.200000
AuthorDines,John 0.200000
AuthorThibadeau,Robert 0.200000
AuthorD'Amore,Ray 0.200000
AuthorJang,Hayeon 0.200000
AuthorPeterson,Daniel 0.200000
AuthorYu,Heng 0.200000
AuthorDickinson,Sven 0.200000
AuthorFung,Pascale 0.200000
AuthorOrdan,Noam 0.200000
AuthorMarecek,David 0.200000
AuthorGoldberg,Jeff 0.200000
AuthorKesselheim,Michael 0.200000
AuthorIosif,Elias 0.200000
AuthorBarnett,James 0.200000
AuthorKol&aacute;&#x159;,J&aacute;chym 0.200000
AuthorByron,D. 0.200000
AuthorRehm,Georg 0.200000
AuthorPhan,Huy Khanh 0.200000
AuthorJi,Heng 0.200000
AuthorMyers,Karen 0.200000
AuthorLapponi,Emanuele 0.200000
AuthorFader,Anthony 0.200000
AuthorXiao,Juan 0.200000
AuthorYoon,Ae sun 0.200000
AuthorSablayrolles,Pierre 0.200000
AuthorTakano,Akihiko 0.200000
AuthorKogure,Kiyoshi 0.200000
AuthorGeissler,Stefan 0.200000
AuthorBias,Gabriel G. 0.200000
AuthorBowker,Lynne 0.200000
AuthorFerrandez,Antonio 0.200000
AuthorSun,Ni 0.200000
AuthorNemeti,I. 0.200000
AuthorUthus,David C. 0.200000
AuthorMooney,David J. 0.200000
AuthorSchnattinger,Klemens 0.200000
AuthorChamberlain,Jon 0.200000
AuthorUszkoreit,Hans 0.200000
AuthorList,Johann-Mattis 0.200000
AuthorSchellhammer,Ingo 0.200000
AuthorBabych,Bogdan 0.200000
AuthorRoland,Douglas 0.200000
AuthorLove,Douglas 0.200000
AuthorSrivastava,Shashank 0.200000
AuthorLicata,Carlyle 0.200000
AuthorYang,Lingpeng 0.200000
AuthorKasch,Niels 0.200000
AuthorHuang,Hongzhao 0.200000
AuthorGeiger,Jonathan 0.200000
AuthorBayazit,Ulug 0.200000
AuthorMart&iacute;,M. Ant&ograve;nia 0.200000
AuthorHartman,Steven Lee 0.200000
AuthorIto,Masashi 0.200000
AuthorTheune,Mari&euml;t 0.200000
AuthorLuciani,Matteo 0.200000
AuthorMoscovich,Tomer 0.200000
AuthorJia,Yunyi 0.200000
AuthorFordyce,Cameron 0.200000
AuthorSensoy,HÃ¼snÃ¼ 0.200000
AuthorByrne,William 0.200000
AuthorRichardson,Matthew 0.200000
AuthorSalvatierra,Robert Sola 0.200000
AuthorIwahashi,Naoto 0.200000
AuthorHorn,Pieter 0.200000
AuthorLu,Junzhi 0.200000
AuthorPetruck,Miriam R. L. 0.200000
AuthorDuplessis,Annie 0.200000
AuthorKu,Wei 0.200000
AuthorGuindon,Raymonde 0.200000
AuthorRajkumar,Rajakrishnan 0.200000
AuthorOuzounova,Rossitza 0.200000
AuthorYimam,Seid Muhie 0.200000
AuthorPronger,Elizabeth 0.200000
AuthorBhatia,Archna 0.200000
AuthorSarkar,Avik 0.200000
AuthorKweon,Cheoljung 0.200000
AuthorGon&ccedil;alves,Marcos Andr&eacute; 0.200000
AuthorBetz,Jonathan 0.200000
AuthorSaini,Tejinder Singh 0.200000
AuthorZhu,Xiaoning 0.200000
AuthorRaza,Hafsa 0.200000
AuthorZhang,Qing 0.200000
AuthorLiu,Xiaohua 0.200000
AuthorBuscaldi,Davide 0.200000
AuthorWebster,Kellie 0.200000
AuthorPelt,Paul 0.200000
AuthorBranco,Ant&oacute;nio H. 0.200000
AuthorBlitzer,John 0.200000
AuthorBrandschain,Linda 0.200000
AuthorDe Paiva,Valeria 0.200000
AuthorKiela,Douwe 0.200000
AuthorSgall,Petr 0.200000
AuthorSchur,Anne 0.200000
AuthorO Seaghdha,Diarmuid 0.200000
AuthorRosenthal,Sara 0.200000
AuthorGÃ¶pfert,Jan Philip 0.200000
AuthorKizawa,Makoto 0.280000
AuthorLeech,Fanny 0.200000
AuthorRatinov,Lev 0.200000
AuthorZhou,Liming 0.200000
AuthorConrad,Frederick G. 0.200000
AuthorRobledo-Arnuncio,Enrique 0.200000
AuthorTeng,Zhiyang 0.200000
AuthorSchwall,Ulrike 0.200000
AuthorYuura,Katsuhiko 0.200000
AuthorGoldberg,Miriam 0.200000
AuthorLiu,Chen 0.200000
AuthorDaoud,Hans-Mohammad 0.200000
AuthorBobadilla,Emilio 0.200000
AuthorHana,Jiri 0.200000
AuthorWalde,Sabine Schulte Im 0.200000
AuthorBatlle,Eloi 0.200000
AuthorMoilanen,Karo 0.200000
AuthorDi Carlo,Jurij 0.200000
AuthorBiller,Ofer 0.200000
AuthorChoi,Sung-Pil 0.200000
AuthorTalukdar,Partha Pratim 0.200000
AuthorYoshida,Sho 0.200000
AuthorHammarstr&ouml;m,Harald 0.200000
AuthorChe,C. 0.200000
AuthorMizoguchi,Fumio 0.200000
AuthorAkker,Harm op den 0.200000
AuthorCatena,Angels 0.200000
AuthorGarc&iacute;a-Narbona,David 0.200000
AuthorDzhubanov,Askar 0.200000
AuthorArtiÃ¨res,Thierry 0.200000
AuthorNeri,Francesca 0.200000
AuthorYu,Jiangsheng 0.200000
AuthorDempster,Martin 0.200000
AuthorVillavicencio,Aline 0.200000
AuthorPiskorski,Jakub 0.200000
AuthorDenda,Yuki 0.200000
AuthorVan Eynde,Frank 0.200000
AuthorChen,Yue-Xin 0.200000
AuthorWu,Xian 0.200000
AuthorLemnitzer,Lothar 0.200000
AuthorÃ‡Ã¶ltekin,Ã‡aÄŸrÄ± 0.200000
AuthorWinkelmann,Gunter 0.200000
AuthorMetzler,Donald 0.200000
AuthorFabre,CÃ©cile 0.200000
AuthorChen,Stanley F. 0.200000
AuthorKountz,Manuel 0.200000
AuthorKaemareik,Gary 0.200000
AuthorFreitas,Tiago 0.200000
AuthorKlassmann,Alex 0.200000
AuthorNordlinger,Rachel 0.200000
AuthorNguyen,Dat P. T. 0.200000
AuthorDi Bari,Marilena 0.200000
AuthorShe,Lanbo 0.200000
AuthorSchatzmann,Jost 0.200000
AuthorAttia,Mohammed 0.200000
AuthorKim,Heejin 0.200000
AuthorHuang,Zezhen 0.200000
AuthorBrunet-Manquat,Francis 0.200000
AuthorHe,Hongzhao 0.200000
AuthorShumovsky,V. 0.200000
AuthorJohnston,Michael 0.211429
AuthorConsoli,Carlo 0.200000
AuthorTanenhaus,Michael K. 0.200000
AuthorChen,Shengyuan 0.200000
AuthorSnyder,Jaime 0.200000
AuthorDamrongrat,Chaianun 0.200000
AuthorCaywood,Matthew 0.200000
AuthorSchumann,Anne-Kathrin 0.200000
AuthorBar-Haim,Roy 0.200000
AuthorTian,Jilei 0.200000
AuthorUmansky-Pesin,Shulamit 0.200000
AuthorDeoskar,Tejaswini 0.200000
AuthorHunt,Melvyn 0.200000
AuthorAkoglu,Leman 0.200000
AuthorRuhrberg,Peter 0.200000
AuthorWang,Richard C. 0.200000
AuthorRomeo,Salvatore 0.200000
AuthorMorihiro,Koichiro 0.200000
AuthorScholz,Martin 0.200000
AuthorPerek,Florent 0.200000
AuthorHunze,Rudolf 0.200000
AuthorMartÃ­nez,JosÃ© Manuel 0.200000
AuthorBengio,Yoshua 0.200000
AuthorMohamed,Reham 0.200000
AuthorAgarwal,Ankit 0.200000
AuthorMay,Chandler 0.200000
AuthorLecomte,Alain 0.200000
AuthorHafner,Carole D. 0.200000
AuthorMorales,Nicolas 0.200000
AuthorBiermann,Alan W. 0.211429
AuthorBies,Ann 0.200000
AuthorShiota,Sayaki 0.200000
AuthorMehdad,Yashar 0.200000
AuthorDomingo,Judith 0.200000
AuthorChen,Tung-Tse 0.200000
AuthorVirga,Paola 0.200000
AuthorMarek,David 0.200000
AuthorLevy,Omer 0.200000
AuthorAmano,Shigeaki 0.200000
AuthorGasch,Joachim 0.200000
AuthorDonaway,Robert L. 0.200000
AuthorKompe,Ralf 0.200000
AuthorMaekawa,Kikuo 0.200000
AuthorTsiakoulis,Pirros 0.200000
AuthorHinarejos,Carlos David Mart&iacute;nez 0.200000
AuthorBiber,Douglas 0.200000
AuthorSubbarao,K.V. 0.200000
AuthorDaum&eacute; III,Hal 0.200000
AuthorDehdari,Jon 0.200000
AuthorZapata Jaramillo,Carlos Mario 0.200000
AuthorJha,Rahul 0.200000
AuthorChobotsky,Jan 0.200000
AuthorGarg,Nikhil 0.200000
AuthorSanchez,Antonio Vaquero 0.200000
AuthorZarriess,Sina 0.200000
AuthorSenda,Yasuko 0.200000
AuthorPark,Jun-Sik 0.200000
AuthorBen Amor,Soufian 0.200000
AuthorOrhan,Umut 0.200000
AuthorHuijsmans,Dionysius 0.200000
AuthorArmsby,Polly 0.200000
AuthorGobeill,Julien 0.200000
AuthorZeiler,Shawn 0.200000
AuthorWellington,Benjamin 0.200000
AuthorSangal,Rajeev 0.200000
AuthorAgili,Andrea 0.200000
AuthorSchÃ¼tze,Hinrich 0.200000
AuthorChen,Yi-Jun 0.200000
AuthorWade,Elizabeth 0.200000
AuthorLambert,Patrik 0.200000
AuthorMaurel,Denis 0.200000
AuthorCulotta,Aron 0.200000
AuthorMott,Bradford 0.200000
AuthorMossel,Eelco 0.200000
AuthorBiro,Tamas 0.200000
AuthorKulkarni,Nidhi 0.200000
AuthorSchroder,Ingo 0.200000
AuthorPaillet,Jean Pierre 0.200000
AuthorNeumann,Heiko 0.200000
AuthorKulkarni,Amba 0.200000
AuthorKeizer,Simon 0.200000
AuthorRocha,Marco 0.200000
AuthorWang,xiao-long 0.200000
AuthorByrne,William J. 0.200000
AuthorTorasso,Pietro 0.200000
AuthorEllis,David 0.200000
AuthorWang,Shan 0.200000
